#ID B V RA DEC
614     17.814  17.051 00:27:14.10 +85:08:29.10
615     19.221  18.672 00:27:31.15 +85:04:22.00
616     15.806  15.215 00:27:49.31 +84:59:49.50
620     22.260  20.830 00:26:53.30 +85:13:39.80
621     16.594  15.504 00:26:02.08 +85:25:05.60
624     19.944  18.774 00:26:40.98 +85:16:36.70
625     20.464  19.119 00:27:24.55 +85:06:26.20
627     19.751  18.947 00:25:57.87 +85:26:23.90
631     21.795  20.989 00:27:43.30 +85:02:16.60
632     20.689  19.769 00:26:06.77 +85:24:45.20
634     21.386  20.002 00:26:12.37 +85:23:39.70
637     99.999  21.153 00:26:50.17 +85:15:25.90
639     21.346  20.421 00:26:31.91 +85:19:38.70
640     16.884  15.827 00:26:17.52 +85:22:53.70
642     16.253  15.506 00:27:28.70 +85:06:32.60
645     18.165  17.699 00:26:37.94 +85:18:41.50
647     18.778  18.008 00:26:18.46 +85:23:12.10
649     19.375  18.543 00:27:37.14 +85:05:08.80
650     20.723  19.137 00:27:23.58 +85:08:30.70
652     19.636  18.878 00:25:48.98 +85:29:48.20
655     15.943  15.191 00:28:00.94 +84:59:18.20
660     21.652  20.103 00:27:56.47 +85:00:38.50
665     17.636  16.840 00:26:54.91 +85:15:52.80
670     16.471  15.619 00:28:05.59 +84:58:52.10
671     15.503  15.006 00:26:44.74 +85:18:35.90
674     18.222  17.296 00:26:53.06 +85:16:57.60
675     17.599  16.770 00:27:30.58 +85:08:09.00
676     17.001  16.349 00:27:46.99 +85:04:10.50
677     18.723  17.542 00:27:38.73 +85:06:23.20
679     19.917  18.399 00:27:17.25 +85:11:36.80
681     20.719  19.746 00:27:08.92 +85:13:36.80
684     21.422  19.793 00:26:06.35 +85:27:47.40
687     21.861  20.192 00:26:20.12 +85:24:53.10
691     19.520  18.966 00:27:41.81 +85:06:11.40
692     19.683  18.843 00:27:00.74 +85:16:03.40
694     20.804  19.251 00:27:25.34 +85:10:22.80
695     21.468  20.028 00:26:36.76 +85:21:41.20
697     18.783  17.828 00:28:08.23 +84:59:46.90
698     19.510  18.313 00:28:05.37 +85:00:31.70
700     21.167  20.239 00:27:39.57 +85:07:06.10
704     14.748  14.202 00:27:31.91 +85:09:29.10
706     21.415  20.324 00:26:02.28 +85:29:49.50
712     15.040  14.348 00:25:45.87 +85:33:25.00
713     14.180  13.177 00:27:12.55 +85:14:27.50
715     21.815  20.670 00:27:20.62 +85:12:40.30
716     21.393  19.879 00:28:00.37 +85:02:57.80
719     21.045  19.425 00:26:54.45 +85:19:02.80
720     20.542  19.382 00:27:03.83 +85:16:57.80
725     21.970  20.288 00:26:48.81 +85:20:26.70
729     99.999  20.835 00:27:41.13 +85:08:22.20
731     19.609  18.301 00:27:52.15 +85:05:48.60
732     18.799  17.742 00:27:14.05 +85:15:07.60
734     21.662  20.010 00:26:04.54 +85:30:35.90
737     17.236  16.630 00:26:11.86 +85:29:07.80
739     19.386  18.126 00:27:47.66 +85:07:24.50
741     21.413  19.717 00:27:35.99 +85:10:32.00
746     20.321  19.135 00:25:56.94 +85:32:56.90
748     19.600  18.774 00:27:20.95 +85:14:27.10
751     21.554  19.970 00:27:15.24 +85:15:50.90
752     20.813  20.196 00:27:07.93 +85:17:38.40
753     18.067  17.216 00:27:18.60 +85:15:10.20
754     18.895  18.148 00:27:44.24 +85:09:01.50
756     21.000  19.985 00:28:02.25 +85:04:35.50
757     21.096  19.626 00:28:18.50 +85:00:25.00
758     18.870  17.563 00:27:40.23 +85:10:11.80
760     19.438  18.680 00:28:25.14 +84:58:52.70
763     21.736  20.418 00:28:05.74 +85:04:02.70
764     17.303  16.611 00:28:12.80 +85:02:15.20
766     21.681  20.249 00:26:16.70 +85:29:34.50
767     19.473  18.539 00:27:57.08 +85:06:23.90
769     18.342  17.594 00:27:55.11 +85:06:57.60
770     20.925  19.748 00:27:25.77 +85:14:09.00
771     14.329  13.625 00:28:01.99 +85:05:23.90
773     18.450  17.510 00:28:09.79 +85:03:29.30
775     21.301  20.140 00:28:15.81 +85:01:59.20
778     16.472  15.684 00:28:45.15 +84:54:24.00
779     12.183  11.560 00:27:57.06 +85:07:11.10
782     19.956  18.954 00:27:20.97 +85:16:03.90
785     18.516  17.774 00:27:03.99 +85:20:05.50
786     22.753  21.094 00:27:26.96 +85:14:47.40
787     16.605  15.508 00:27:11.52 +85:18:27.20
791     19.109  18.014 00:26:23.16 +85:29:23.70
792     19.950  18.666 00:27:10.60 +85:18:53.10
795     15.047  14.484 00:27:45.49 +85:10:40.50
796     21.470  20.813 00:26:33.01 +85:27:23.00
799     99.999  20.680 00:26:48.66 +85:24:05.90
801     16.110  15.547 00:27:55.97 +85:08:19.30
803     21.272  20.694 00:28:26.63 +85:00:32.90
806     21.286  20.592 00:27:37.73 +85:13:01.80
807     19.217  18.311 00:27:16.57 +85:18:05.60
810     19.387  17.943 00:27:09.20 +85:20:00.20
812     20.681  20.097 00:26:17.22 +85:31:34.20
820     21.408  19.810 00:26:08.69 +85:33:41.30
821     16.127  15.164 00:27:19.10 +85:18:13.60
822     21.975  20.421 00:27:58.14 +85:08:51.10
824     16.112  15.503 00:28:10.80 +85:05:47.30
825     21.322  20.040 00:27:22.80 +85:17:37.50
826     22.045  20.479 00:27:19.53 +85:18:33.30
827     18.733  17.928 00:28:41.63 +84:58:03.00
828     17.431  16.633 00:28:20.00 +85:03:46.30
835     21.080  20.456 00:27:58.64 +85:09:44.40
836     19.858  18.823 00:28:23.03 +85:03:33.90
837     21.962  20.530 00:28:25.12 +85:03:10.30
840     99.999  21.101 00:27:06.40 +85:22:36.00
841     16.328  15.785 00:27:25.37 +85:18:20.10
842     18.752  17.366 00:26:58.62 +85:24:32.20
844     19.435  18.802 00:27:12.57 +85:21:25.50
847     18.133  16.955 00:27:36.14 +85:16:18.60
848     15.392  14.807 00:27:37.00 +85:16:08.80
851     18.337  17.724 00:27:41.96 +85:15:03.40
853     16.375  15.211 00:28:41.64 +85:00:02.20
856     14.585  13.560 00:28:12.31 +85:07:40.40
857     16.885  16.114 00:26:49.11 +85:27:19.10
858     18.874  17.754 00:28:26.35 +85:04:09.60
861     20.906  20.236 00:28:12.54 +85:07:56.30
863     18.676  17.756 00:27:12.89 +85:22:18.30
864     14.518  13.764 00:27:26.03 +85:19:25.90
865     21.440  19.779 00:28:34.07 +85:02:38.20
867     14.709  13.546 00:28:00.31 +85:11:27.60
